id;x;y;gray;density
89;415.360396;195.568593;19;0.82400445
90;317.134322;186.163812;18;0.83276107
91;484.749879;200.597016;48;0.59371143
92;428.227576;231.735552;30;0.73131729
93;389.830909;151.107727;19;0.82400445
94;63.664535;343.455438;36;0.68353355
95;183.411711;299.983785;27;0.75593885
96;213.212070;393.919229;20;0.81530331
97;271.181129;174.966170;19;0.82400445
98;361.224998;96.447597;19;0.82400445
99;352.756923;505.497302;24;0.78105119
100;320.479728;117.549617;19;0.82400445
101;206.624731;408.623185;19;0.82400445
102;342.011722;343.495920;12;0.88647243
103;414.365349;145.614361;19;0.82400445
104;211.699729;431.695083;23;0.78953159
105;511.792104;179.864114;36;0.68353355
106;72.797026;137.373507;19;0.82400445
107;430.063627;118.163337;19;0.82400445
108;142.706724;101.933208;23;0.78953159
109;204.416953;233.670257;43;0.63021568
110;137.339193;86.508067;21;0.80665753
111;417.506477;59.841595;19;0.82400445
112;238.649694;99.176265;19;0.82400445
113;225.272987;28.378655;19;0.82400445
114;474.093846;155.070094;16;0.85044122
115;531.536494;209.110213;84;0.36824752
116;272.741549;37.739523;19;0.82400445
117;315.929879;14.714742;55;0.54478424
118;378.128293;60.722720;19;0.82400445
119;294.217182;120.678371;19;0.82400445
120;169.767878;330.071867;22;0.79806700
121;103.250697;342.190179;32;0.71517398
122;381.362607;256.822863;19;0.82400445
123;118.617099;278.462886;37;0.67575736
124;524.084680;223.230149;18;0.83276107
125;233.812985;416.440289;22;0.79806700
126;377.422999;292.455458;11;0.89562068
127;342.056443;165.334160;19;0.82400445
128;155.086823;304.172543;29;0.73947015
129;350.703376;66.509225;19;0.82400445
130;387.022361;443.337046;37;0.67575736
131;336.361708;92.015005;19;0.82400445
132;53.847059;361.101653;32;0.71517398
133;393.887461;463.320784;21;0.80665753
134;191.110593;378.916080;21;0.80665753
135;70.983637;309.287361;30;0.73131729
136;173.509738;93.780998;19;0.82400445
137;41.595977;211.880449;30;0.73131729
138;221.242153;409.756746;19;0.82400445
139;149.442115;430.864682;29;0.73947015
140;463.473585;121.060742;23;0.78953159
141;425.477012;168.838186;20;0.81530331
142;460.391940;91.793488;19;0.82400445
143;58.004579;159.873108;20;0.81530331
144;258.147374;89.892100;19;0.82400445
145;439.289236;147.841292;19;0.82400445
146;371.800346;499.378542;19;0.82400445
147;35.513186;224.404679;20;0.81530331
148;520.340311;201.466331;19;0.82400445
149;330.142843;49.073124;19;0.82400445
150;35.299673;242.087249;23;0.78953159
151;159.711792;417.174026;22;0.79806700
152;395.264638;107.717790;19;0.82400445
153;370.913979;464.532792;21;0.80665753
154;370.108706;479.087060;19;0.82400445
155;318.648874;98.883036;19;0.82400445
156;224.916442;101.461841;19;0.82400445
157;427.634665;141.627911;18;0.83276107
158;272.838080;70.763551;19;0.82400445
159;276.133639;114.712803;19;0.82400445
160;306.743056;147.385388;19;0.82400445
161;397.982974;481.933318;11;0.89562068
162;347.123796;143.016426;19;0.82400445
163;408.956303;132.681831;19;0.82400445
164;357.294172;127.033835;19;0.82400445
165;152.795263;398.281429;26;0.76425494
166;372.428686;222.968703;19;0.82400445
167;411.635936;158.339217;19;0.82400445
168;382.339887;491.441831;14;0.86834469
169;371.137674;155.099669;19;0.82400445
170;314.434210;34.235620;19;0.82400445
171;139.923195;315.049724;27;0.75593885
172;257.836289;524.575701;91;0.33171046
173;206.600212;205.345243;19;0.82400445
174;162.109824;359.414782;22;0.79806700
175;459.023343;191.594896;46;0.60815638
176;183.175903;312.392089;19;0.82400445
177;91.528095;370.235582;33;0.70718328
178;303.039275;23.757146;19;0.82400445
179;229.435613;396.756074;19;0.82400445
180;367.215951;49.944809;19;0.82400445
181;233.872826;87.139118;19;0.82400445
182;252.454509;78.380553;19;0.82400445
183;65.778645;372.168054;33;0.70718328
184;307.484606;78.571529;19;0.82400445
185;385.820924;210.316838;19;0.82400445
186;292.768924;36.628838;19;0.82400445
187;387.647933;308.525239;19;0.82400445
188;249.262131;113.501193;19;0.82400445
189;442.298683;174.364780;31;0.72321861
190;236.728937;191.331093;18;0.83276107
191;306.139543;128.775113;19;0.82400445
192;317.022552;421.137588;17;0.84157329
193;73.613138;393.120512;34;0.69924639
194;235.319040;347.016991;34;0.69924639
195;315.275109;408.572578;20;0.81530331
196;317.098272;521.166794;17;0.84157329
197;160.298101;277.738618;70;0.44831046
198;297.321279;100.665717;19;0.82400445
199;367.542587;377.487223;157;0.09156189
200;223.366693;356.237019;29;0.73947015
201;428.301446;220.422984;20;0.81530331
202;356.374670;146.492966;19;0.82400445
203;358.118945;168.654935;19;0.82400445
204;426.285368;154.906812;18;0.83276107
205;194.815565;154.920530;237;0.00132383
206;383.691278;130.678580;19;0.82400445
207;517.600661;169.964483;12;0.88647243
208;368.570231;354.469065;19;0.82400445
209;247.207075;87.857849;19;0.82400445
210;351.645617;178.983680;19;0.82400445
211;246.819135;456.007869;19;0.82400445
212;44.588584;305.637587;30;0.73131729
213;412.402080;90.661906;19;0.82400445
214;224.487691;154.404536;11;0.89562068
215;132.393596;382.323871;23;0.78953159
216;90.570536;303.400263;43;0.63021568
217;355.808455;336.674664;19;0.82400445
218;97.608838;390.941154;33;0.70718328
219;327.784087;129.007316;19;0.82400445
220;162.771223;345.438922;22;0.79806700
221;141.067066;390.948592;29;0.73947015
222;470.464327;95.818430;19;0.82400445
223;266.053042;164.292844;19;0.82400445
224;210.556673;342.060928;22;0.79806700
225;192.857360;49.390875;19;0.82400445
226;248.168052;468.243401;23;0.78953159
227;193.242782;360.124179;20;0.81530331
228;208.755622;117.000301;25;0.77262568
229;383.010341;169.019389;19;0.82400445
230;377.958753;472.908572;18;0.83276107
231;417.788809;458.933024;31;0.72321861
232;284.485127;373.954573;20;0.81530331
233;425.900833;105.854448;19;0.82400445
234;273.524069;103.144256;19;0.82400445
235;471.757020;115.393832;22;0.79806700
236;198.176283;430.343911;21;0.80665753
237;257.827737;151.524098;19;0.82400445
238;228.214317;432.412795;9;0.91408655
239;162.954923;379.407392;24;0.78105119
240;188.993043;100.033139;19;0.82400445
241;263.614489;128.019025;19;0.82400445
242;368.788616;422.998753;225;0.00474737
243;363.576333;491.148539;18;0.83276107
244;232.549731;135.495155;20;0.81530331
245;361.540392;33.169885;19;0.82400445
246;58.901545;325.547884;60;0.51137098
247;183.178971;433.953943;50;0.57947433
248;204.828791;384.230095;21;0.80665753
249;307.394440;112.642608;19;0.82400445
250;210.875836;187.233469;18;0.83276107
251;125.189966;69.929441;19;0.82400445
252;401.179398;144.916073;19;0.82400445
253;450.752767;139.255117;19;0.82400445
254;149.399432;94.629458;23;0.78953159
255;197.659693;253.977441;28;0.74767729
