id;x;y;gray;density
239;362.435283;730.322627;0;1.00000000
240;148.765227;49.390693;4;0.96124447
241;284.384532;342.530717;1;0.99022489
242;325.682994;349.737466;0;1.00000000
243;259.057151;581.222232;0;1.00000000
244;164.486994;1093.413934;0;1.00000000
245;7.067438;1034.510052;0;1.00000000
246;209.530894;890.348950;0;1.00000000
247;620.288184;1069.107726;3;0.97084724
248;14.604900;585.078957;0;1.00000000
249;2.622688;536.377890;0;1.00000000
250;226.158453;139.680011;166;0.07196554
251;495.693514;765.285905;0;1.00000000
252;417.327067;804.627582;1;0.99022489
253;403.535723;259.713834;0;1.00000000
254;199.784252;593.980520;233;0.00218628
255;584.861998;888.527427;1;0.99022489
